grupo,categoria_normalizada,sintoma,categoria,principio_activo,nombre_comercial,presentacion,clasificacion_venta,contraindicaciones_clave,advertencia_seria,fuente
respiratorio_gripe,antigripal,"congestión, escurrimiento nasal y fiebre por resfriado","antigripal, antihistamínico y descongestionante","paracetamol, fenilefrina y clorfenamina",Rinofren,solución oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Enfermedad hepática grave, hipertensión no controlada, glaucoma, hipertiroidismo, retención urinaria, inhibidores de la MAO o duplicidad de paracetamol; puede causar somnolencia",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,rinitis alérgica con congestión nasal,antihistamínico y descongestionante oral,loratadina y fenilefrina,Clarityne D,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipertensión no controlada, cardiopatía grave, glaucoma, hipertiroidismo, retención urinaria, inhibidores de la MAO, embarazo o lactancia sin orientación profesional",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antitusivo_mucolitico,tos seca o con flemas asociada a resfriado,antitusivo y mucolítico,dextrometorfano y ambroxol,Histiacil NF Adultos,jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a los componentes, inhibidores de la MAO, medicamentos serotoninérgicos, alcohol, embarazo o lactancia sin orientación profesional, tos crónica por asma, tabaquismo o enfermedad pulmonar sin valoración médica",NO,Fabricante; PLM; farmacia minorista nacional 
respiratorio_gripe,antitusivo_mucolitico,tos seca nocturna o tos con secreciones espesas,antitusivo y mucolítico,dextrometorfano y ambroxol,Mucosolvan Dual,jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a los componentes, inhibidores de la MAO, medicamentos serotoninérgicos, enfermedad hepática o renal grave, antecedentes de reacciones cutáneas graves, embarazo o lactancia sin orientación profesional",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antitusivo_mucolitico,tos seca o con flemas y congestión del pecho,antitusivo y expectorante,dextrometorfano y guaifenesina,Tukol-D Adulto,jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a los componentes, inhibidores de la MAO, medicamentos serotoninérgicos, alcohol, gastritis o úlcera activa, embarazo o lactancia sin orientación profesional, tos crónica sin valoración médica",NO,PLM; fabricante; farmacia minorista nacional 
respiratorio_gripe,antitusivo_mucolitico,tos seca o con flemas en población pediátrica,antitusivo y expectorante,dextrometorfano y guaifenesina,Tukol-D Infantil,jarabe infantil; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar fuera de la edad indicada en el empaque; alergia a los componentes, inhibidores de la MAO, medicamentos serotoninérgicos, tos crónica o enfermedad respiratoria sin valoración pediátrica",NO,PLM; fabricante; registro sanitario COFEPRIS 
respiratorio_gripe,antitusivo_mucolitico,tos con flemas espesas,mucolítico y expectorante,ambroxol,Mucosolvan,solución oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia al ambroxol, enfermedad hepática o renal grave, antecedentes de reacciones cutáneas graves, úlcera activa, embarazo o lactancia sin orientación profesional",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antitusivo_mucolitico,tos productiva con mucosidad difícil de expulsar,mucolítico y expectorante,bromhexina,Bisolvon,solución oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a la bromhexina, úlcera gastrointestinal activa, enfermedad hepática o renal grave, antecedentes de reacciones cutáneas graves, embarazo o lactancia sin orientación profesional",NO,PLM; farmacia minorista nacional; registro sanitario COFEPRIS 
respiratorio_gripe,antitusivo_mucolitico,tos con flemas asociada a resfriado,mucolítico y expectorante,ambroxol,Ambroxol genérico,solución oral; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia al ambroxol, enfermedad hepática o renal grave, úlcera activa, antecedentes de reacciones cutáneas graves, embarazo o lactancia sin orientación profesional",NO,PLM; Cuadro Básico CSG; registro sanitario COFEPRIS 
respiratorio_gripe,antitusivo_mucolitico,tos seca irritativa asociada al resfriado,antitusivo,dextrometorfano,Dextrometorfano genérico,jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Inhibidores de la MAO, medicamentos serotoninérgicos, alergia al componente, alcohol, tos crónica por asma, tabaquismo o enfermedad pulmonar, embarazo o lactancia sin orientación profesional",NO,Catálogo de medicamentos genéricos; COFEPRIS; referencia farmacológica 
respiratorio_gripe,antitusivo_mucolitico,tos con sangre,antitusivo,dextrometorfano,Dextrometorfano genérico,jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No automedicarse ni usar para retrasar atención médica inmediata; la tos con sangre puede indicar infección grave, embolia, lesión pulmonar u otra emergencia",SI,Catálogo de medicamentos genéricos; COFEPRIS; referencia farmacológica 
respiratorio_gripe,antigripal,fiebre alta prolongada con tos o síntomas respiratorios,antigripal multisíntoma,"paracetamol, fenilefrina y clorfenamina",XL-3,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar para retrasar valoración médica urgente; además evitar en enfermedad hepática grave, hipertensión no controlada, glaucoma, inhibidores de la MAO o duplicidad de paracetamol",SI,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,descongestionante_nasal,congestión nasal por resfriado o alergia,descongestionante nasal tópico,oximetazolina,Afrin Adulto,solución nasal en atomizador; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipertensión, cardiopatía, glaucoma de ángulo cerrado, hipertiroidismo, inhibidores de la MAO, embarazo o lactancia sin orientación profesional; el uso prolongado puede causar congestión de rebote",NO,PLM; farmacia minorista nacional; registro sanitario COFEPRIS 
respiratorio_gripe,descongestionante_nasal,congestión nasal con resequedad,descongestionante nasal tópico,oximetazolina,Afrin No Drip,suspensión nasal en atomizador; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipertensión, cardiopatía, glaucoma de ángulo cerrado, hipertiroidismo, inhibidores de la MAO, embarazo o lactancia sin orientación profesional; evitar uso prolongado por congestión de rebote",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,descongestionante_nasal,"congestión nasal por resfriado, sinusitis o alergia",descongestionante nasal tópico,oximetazolina,Iliadin Adulto,solución nasal en atomizador; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Rinitis atrófica, hipertensión, cardiopatía, glaucoma, hipertiroidismo, inhibidores de la MAO, embarazo o lactancia sin orientación profesional; evitar uso prolongado",NO,PLM; farmacia minorista nacional; registro sanitario COFEPRIS 
respiratorio_gripe,descongestionante_nasal,congestión nasal infantil por resfriado o alergia,descongestionante nasal tópico,oximetazolina,Iliadin Pediátrico,solución nasal pediátrica; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar fuera de la edad indicada en el empaque; rinitis atrófica, cardiopatía, hipertensión, glaucoma o uso prolongado; la administración debe ser supervisada por un adulto",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,descongestionante_nasal,congestión nasal por resfriado o rinitis alérgica,descongestionante nasal tópico,nafazolina,Gotinal Adulto,solución nasal en atomizador; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Cardiopatía, hipertensión, hipertiroidismo, glaucoma, inhibidores de la MAO, embarazo o lactancia sin orientación profesional; el uso prolongado puede causar congestión de rebote",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,descongestionante_nasal,congestión nasal por resfriado común,descongestionante nasal tópico,oximetazolina,Oximetazolina genérica,solución nasal; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipertensión, cardiopatía, glaucoma, hipertiroidismo, inhibidores de la MAO, embarazo o lactancia sin orientación profesional; evitar el uso prolongado por riesgo de congestión de rebote",NO,PLM; farmacia minorista nacional; registro sanitario COFEPRIS 
respiratorio_gripe,descongestionante_nasal,congestión acompañada de dificultad para respirar o silbidos intensos,descongestionante nasal tópico,oximetazolina,Afrin Adulto,solución nasal en atomizador; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar para retrasar atención médica inmediata; la dificultad respiratoria o los silbidos intensos pueden indicar asma grave, anafilaxia, neumonía u obstrucción respiratoria",SI,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,"alergia estacional con estornudos, escurrimiento nasal y lagrimeo",antihistamínico de segunda generación,loratadina,Clarityne,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a la loratadina, enfermedad hepática grave, embarazo o lactancia sin orientación profesional; aunque es poco frecuente, puede causar somnolencia",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,alergia estacional infantil con estornudos y escurrimiento nasal,antihistamínico de segunda generación,loratadina,Clarityne Jarabe,jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar fuera de la edad indicada en el empaque; alergia a la loratadina, enfermedad hepática grave o embarazo y lactancia sin orientación profesional",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,"rinitis alérgica con comezón nasal, estornudos y lagrimeo",antihistamínico de segunda generación,cetirizina,Zyrtec,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a la cetirizina o hidroxizina, insuficiencia renal grave, embarazo o lactancia sin orientación profesional, alcohol o sedantes; puede causar sueño o mareo",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,alergia infantil con escurrimiento nasal y ojos llorosos,antihistamínico de segunda generación,cetirizina,Zyrtec Solución Infantil,solución oral infantil; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar fuera de la edad indicada en el empaque; alergia a la cetirizina o hidroxizina, insuficiencia renal grave, alcohol o medicamentos sedantes",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,rinitis alérgica estacional con estornudos y ojos llorosos,antihistamínico de segunda generación,fexofenadina,Allegra,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a la fexofenadina, embarazo o lactancia sin orientación profesional, enfermedad renal grave; separar de antiácidos con aluminio o magnesio y evitar tomar con jugos de fruta",NO,Fabricante; PLM; farmacia minorista nacional 
respiratorio_gripe,antihistaminico,rinitis alérgica infantil,antihistamínico de segunda generación,fexofenadina,Allegra Suspensión,suspensión oral infantil; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"No usar fuera de la edad indicada en el empaque; alergia a la fexofenadina, enfermedad renal grave o embarazo y lactancia sin orientación profesional",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,alergia estacional con estornudos y escurrimiento nasal,antihistamínico de segunda generación,loratadina,Loratadina genérica,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a la loratadina, enfermedad hepática grave, embarazo o lactancia sin orientación profesional; puede causar somnolencia en algunas personas",NO,PLM; registro sanitario COFEPRIS; referencia farmacológica 
respiratorio_gripe,antihistaminico,alergia estacional con comezón nasal y lagrimeo,antihistamínico de segunda generación,cetirizina,Cetirizina genérica,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Alergia a la cetirizina o hidroxizina, insuficiencia renal grave, embarazo o lactancia sin orientación profesional, alcohol o sedantes; puede causar somnolencia",NO,PLM; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,alergia estacional con congestión nasal,antihistamínico y descongestionante oral,fexofenadina y fenilefrina,Allegra D,tabletas; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Hipertensión no controlada, cardiopatía, glaucoma, hipertiroidismo, inhibidores de la MAO, alergia a la fexofenadina, embarazo o lactancia sin orientación profesional",NO,PLM; farmacia minorista nacional; registro sanitario COFEPRIS 
respiratorio_gripe,antihistaminico,"estornudos, escurrimiento nasal y comezón por alergia",antihistamínico de primera generación,clorfenamina,Clorfenamina genérica,tabletas o jarabe; seguir instrucciones del empaque,Libre venta en México (OTC; no requiere receta),"Glaucoma, retención urinaria, hipertrofia prostática, alcohol, sedantes, embarazo o lactancia sin orientación profesional; puede causar somnolencia y afectar la conducción",NO,Catálogo de medicamentos genéricos; PLM; registro sanitario COFEPRIS 
